NUMERO_POLICE,CODE_SOUS_BRANCHE,NUM_AVNT_COURS,DATE_EFFET,DATE_EXPIRATION,TYPE,WILAYA,COMMUNE,CAPITAL_ASSURE,PRIME_NETTE
42304003240468,3302,0,9/15/2024,9/14/2025,2   - Installation Commerciale,42  - TIPAZA           ,1417 - TIPAZA,1000000,2500
15302003240212,3301,0,5/27/2024,5/26/2025,Bien immobilier,15  - TIZI OUZOU       ,1459 - AZAZGA,1120000,1500
10302003240194,3302,0,5/16/2024,5/15/2025,2   - Installation Commerciale,10  - BOUIRA           ,410 - BOUIRA,1000000,2500
25306023240045,3302,0,1/28/2024,1/27/2025,2   - Installation Commerciale,4   - OUM EL BOUAGHI   ,1072 - SIGUS,1500000,2500
16308003240038,3301,0,4/13/2024,4/12/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,250000000,195000
34303013240035,3302,0,5/7/2024,5/6/2025,2   - Installation Commerciale,34  - B.B ARRERIDJ     ,369 - BORDJ GHDIR,1650000,2500
5302103240472,3301,0,10/15/2024,10/14/2025,Bien immobilier,5   - BATNA            ,208 - OUED TAGA,1116000,1500
5303003240547,3301,0,8/30/2024,8/29/2025,Bien immobilier,5   - BATNA            ,172 - ARRIS,1519310,1500
6307003240188,3301,0,10/21/2024,10/20/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,2798680,1819.14
14301003240157,3302,1,7/11/2024,7/10/2025,2   - Installation Commerciale,14  - TIARET           ,1384 - TIARET,4000000,0
31310003240570,3301,0,11/28/2024,11/27/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,525000,1500
16314003240163,3302,0,5/12/2024,5/11/2025,2   - Installation Commerciale,35  - BOUMERDES        ,450 - BOUMERDES,1000000,2500
19314003240288,3301,0,12/31/2024,12/30/2025,Bien immobilier,19  - SETIF            ,1160 - EL OURICIA,2077620,1500
31210003240035,3301,0,8/29/2024,8/28/2025,Bien immobilier,48  - RELIZANE         ,1103 - RELIZANE,3653970,2375.08
16333003240121,3301,0,5/19/2024,5/18/2025,Bien immobilier,16  - ALGER            ,118 - CHERAGA ALGER,5890000,4417.5
11301003240783,3302,0,1/1/2025,12/31/2025,2   - Installation Commerciale,54  - IN GUEZZAM,1313 - IN GUEZZAM,1000000,2500
34302003240048,3301,0,7/17/2024,7/16/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,840000,1800
15308003240334,3301,0,6/12/2024,6/11/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,1181100,1500
23302003240300,3301,0,11/4/2024,11/3/2025,Bien immobilier,23  - ANNABA           ,156 - ANNABA,3100000,-2015
23302003240300,3301,0,11/4/2024,11/3/2025,Bien immobilier,23  - ANNABA           ,156 - ANNABA,3100000,2015
16331003240400,3301,0,11/11/2024,11/10/2025,Bien immobilier,16  - ALGER            ,97  - AIN BENIAN (ALGER),2714340,2035.76
23302063240016,3302,0,2/21/2024,2/20/2025,1   - Installation Industrielle,36  - EL TAREF         ,621 - ECHATT,3000000,2500
19306003240102,3301,0,12/22/2024,12/21/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,3540950,2301.62
42304003240096,3302,0,2/25/2024,2/24/2025,2   - Installation Commerciale,42  - TIPAZA           ,1396 - BOURKIKA,3000000,2500
16328003240122,3301,0,11/5/2024,11/4/2025,Bien immobilier,16  - ALGER            ,109 - BIR KHADEM,5000000,3750
42304003240265,3302,0,5/7/2024,5/6/2025,2   - Installation Commerciale,42  - TIPAZA           ,1409 - MENACEUR,3000000,2500
19310003240023,3301,0,2/8/2024,2/7/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,1050000,1500
34303013240095,3301,0,10/11/2024,10/10/2025,Bien immobilier,34  - B.B ARRERIDJ     ,369 - BORDJ GHDIR,2450000,1592.5
6209003240067,3302,0,4/25/2024,4/24/2025,2   - Installation Commerciale,6   - BEJAIA           ,260 - BEJAIA,4000000,2500
16242003240016,3301,0,1/28/2024,1/27/2025,Bien immobilier,16  - ALGER            ,136 - KOUBA,4222560,3166.92
16332003240357,3301,0,9/18/2024,9/17/2025,Bien immobilier,16  - ALGER            ,109 - BIR KHADEM,912000,1500
16332003240169,3301,0,7/1/2024,6/30/2025,Bien immobilier,16  - ALGER            ,109 - BIR KHADEM,4700000,3525
25309003240233,3301,0,10/31/2024,10/30/2025,Bien immobilier,25  - CONSTANTINE      ,515 - EL KHROUB,3800000,2470
19308003240542,3301,0,5/22/2024,5/21/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,7000000,4550
15310003240129,3301,0,2/14/2024,2/13/2025,Bien immobilier,15  - TIZI OUZOU       ,1466 - BOGHNI,1335600,1500
16350003240024,3301,0,1/13/2024,1/12/2025,Bien immobilier,16  - ALGER            ,123 - DRARIA,2736000,2052
16309003240065,3301,0,4/2/2024,4/1/2025,Bien immobilier,16  - ALGER            ,97  - AIN BENIAN (ALGER),3760000,2820
15309003240141,3301,0,3/25/2024,3/24/2025,Bien immobilier,15  - TIZI OUZOU       ,1478 - IFLISSEN TIZI OUZOU,7500000,4875
15310003240360,3301,0,5/8/2024,5/7/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,1875500,1500
43303003240135,3301,0,7/23/2024,7/22/2025,Bien immobilier,43  - MILA             ,897 - TELAGHMA,2119780,1500
16335003240221,3301,0,6/3/2024,6/2/2025,Bien immobilier,16  - ALGER            ,102 - BABA HASSEN,7916680,5937.51
18301003241077,3301,0,10/18/2024,10/17/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,1860000,1500
9306003240129,3301,0,6/1/2024,5/31/2025,Bien immobilier,16  - ALGER            ,146 - REGHAIA,3800000,2850
31308023240071,3301,0,6/6/2024,6/5/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,2450000,1592.5
15307003240095,3301,0,7/26/2024,7/25/2025,Bien immobilier,15  - TIZI OUZOU       ,1446 - AIT AISSA MIMOUN,4725000,3071.25
16352003240026,3301,0,2/29/2024,2/27/2025,Bien immobilier,42  - TIPAZA           ,1394 - BOU ISMAIL,19400000,14550
42305003240147,3302,0,2/28/2024,2/27/2025,2   - Installation Commerciale,42  - TIPAZA           ,1404 - HADJOUT,2000000,2500
28305003240282,3301,0,11/25/2024,11/24/2025,Bien immobilier,28  - M SILA           ,962 - MSILA,2139000,-1500
28305003240282,3301,0,11/25/2024,11/24/2025,Bien immobilier,28  - M SILA           ,962 - MSILA,2139000,1500
23302013240091,3301,0,8/27/2024,8/26/2025,Bien immobilier,23  - ANNABA           ,156 - ANNABA,1302310,1500
19313003240475,3301,0,9/8/2024,9/7/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,2170000,1500
16265003240005,3301,0,12/31/2024,12/30/2025,Bien immobilier,16  - ALGER            ,118 - CHERAGA ALGER,4142000,3106.5
18301003240322,3301,0,3/22/2024,3/21/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,3720000,2418
30301003240029,3301,1,10/1/2024,9/30/2025,Bien immobilier,18  - JIJEL            ,701 - KAOUS,3150000,0
16330013240059,3301,0,6/3/2024,6/2/2025,Bien immobilier,9   - BLIDA            ,344 - BOUFARIK,940000,1500
16331003240367,3302,0,11/3/2024,11/2/2025,2   - Installation Commerciale,16  - ALGER            ,119 - DAR EL BEIDA,6000000,3000
5302103240174,3301,0,3/14/2024,3/13/2025,Bien immobilier,5   - BATNA            ,174 - BATNA,784000,1500
42305003240397,3301,0,7/1/2024,6/30/2025,Bien immobilier,42  - TIPAZA           ,1404 - HADJOUT,1019160,1500
16333003240249,3301,0,9/12/2024,9/11/2025,Bien immobilier,16  - ALGER            ,143 - OULED FAYET,3800000,2850
44302003240082,3302,0,5/20/2024,5/19/2025,2   - Installation Commerciale,44  - AIN DEFLA        ,49  - EL ATTAF,3000000,2500
16350003240225,3302,0,8/5/2024,8/4/2025,2   - Installation Commerciale,16  - ALGER            ,120 - DELY BRAHIM,2000000,2500
5303003240022,3301,0,1/23/2024,1/22/2025,Bien immobilier,5   - BATNA            ,228 - TKOUT,1240000,1500
16335003240203,3301,0,6/1/2024,5/31/2025,Bien immobilier,16  - ALGER            ,139 - MOHAMMADIA ALGER,1880000,2350
25303003240004,3301,0,1/4/2024,1/3/2025,Bien immobilier,25  - CONSTANTINE      ,513 - CONSTANTINE,5250000,3412.5
15303053240044,3301,0,3/1/2024,2/28/2025,Bien immobilier,15  - TIZI OUZOU       ,1504 - TIZI RACHED,1120000,1500
16332003240432,3302,0,11/5/2024,11/4/2025,2   - Installation Commerciale,16  - ALGER            ,109 - BIR KHADEM,3000000,2500
35303043240051,3301,0,2/2/2024,2/1/2025,Bien immobilier,16  - ALGER            ,147 - ROUIBA,846000,1500
16335003240290,3302,0,8/1/2024,7/31/2025,2   - Installation Commerciale,16  - ALGER            ,114 - BORDJ EL KIFFAN,1000000,2500
9213003240010,3301,0,1/11/2024,1/10/2025,Bien immobilier,9   - BLIDA            ,342 - BLIDA,423000,1500
29301003240651,3301,0,10/14/2024,10/13/2025,Bien immobilier,29  - MASCARA          ,786 - MASCARA,2008300,1500
11301003240769,3301,0,12/27/2024,12/26/2025,Bien immobilier,11  - TAMENRASSET      ,1313 - IN GUEZZAM,3360000,2217.6
16332003240241,3301,0,6/30/2024,6/29/2025,Bien immobilier,16  - ALGER            ,148 - SAOULA,2964000,2223
34301003240769,3302,0,7/18/2024,7/17/2025,2   - Installation Commerciale,34  - B.B ARRERIDJ     ,376 - EL HAMMADIA,2000000,2500
6302013240015,3301,0,2/13/2024,2/12/2025,Bien immobilier,6   - BEJAIA           ,261 - BEJAIA,3085120,2406.39
27303003240137,3301,0,7/8/2024,7/7/2025,Bien immobilier,27  - MOSTAGANEM       ,918 - MOSTAGANEM,2294000,1500
30301003240035,3301,1,10/13/2024,10/12/2025,Bien immobilier,35  - BOUMERDES        ,450 - BOUMERDES,3525000,0
6209003240135,3301,0,7/14/2024,7/13/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,2051350,1500
16334003240107,3302,0,4/19/2024,4/18/2025,2   - Installation Commerciale,16  - ALGER            ,110 - BIR MOURAD RAIS,1000000,2500
19302003240059,3301,0,4/22/2024,4/21/2025,Bien immobilier,19  - SETIF            ,1162 - GUELTA ZERGA,4550000,2957.5
31213003240004,3301,1,9/20/2024,9/19/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,3325000,0
26301013240141,3301,0,5/20/2024,5/19/2025,Bien immobilier,26  - MEDEA            ,818 - BOUCHRAHIL,1868060,1500
7201003240026,3301,0,2/22/2024,2/21/2025,Bien immobilier,7   - BISKRA           ,308 - BISKRA,5580000,3348
27303003240069,3301,0,4/18/2024,4/17/2025,Bien immobilier,27  - MOSTAGANEM       ,918 - MOSTAGANEM,41405000,26913.25
43303003240023,3302,0,2/4/2024,2/3/2025,2   - Installation Commerciale,43  - MILA             ,889 - OUED SEGUEN,3000000,2500
6306003240006,3301,0,1/9/2024,1/8/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,3692150,2399.9
35303003240105,3301,0,6/13/2024,6/12/2025,Bien immobilier,35  - BOUMERDES        ,458 - ISSER,840000,1500
9216003240009,3301,0,9/19/2024,9/18/2025,Bien immobilier,9   - BLIDA            ,351 - EL AFFROUN,564000,1800
5302103240126,3301,1,2/16/2024,2/15/2025,Bien immobilier,5   - BATNA            ,181 - CHEMORA,9100000,0
15304003240047,3302,0,2/5/2024,2/4/2025,2   - Installation Commerciale,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,1000000,2500
18301003240789,3301,0,8/7/2024,8/6/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,651000,1500
34301003240652,3301,0,6/25/2024,6/24/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,2139000,1500
42305003240670,3301,0,11/1/2024,10/31/2025,Bien immobilier,16  - ALGER            ,118 - CHERAGA ALGER,2584000,1938
25303003240139,3301,1,7/15/2024,7/14/2025,Bien immobilier,25  - CONSTANTINE      ,515 - EL KHROUB,12000000,0
15310003240743,3301,0,10/16/2024,10/15/2025,Bien immobilier,15  - TIZI OUZOU       ,1492 - OUADHIA,1610000,1500
34301003241300,3301,0,12/2/2024,12/1/2025,Bien immobilier,34  - B.B ARRERIDJ     ,374 - EL ANSEUR,2480000,1612
43303013240049,3302,0,6/23/2024,6/22/2025,2   - Installation Commerciale,4   - OUM EL BOUAGHI   ,1050 - AIN MLILA,1000000,2500
25303003240256,3301,0,12/26/2024,12/25/2025,Bien immobilier,25  - CONSTANTINE      ,515 - EL KHROUB,10876784.08,7069.91
16245003240155,3302,0,1/1/2025,12/31/2025,2   - Installation Commerciale,19  - SETIF            ,1182 - SETIF,848170555,364713.34
6209003240158,3301,0,8/11/2024,8/10/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,1838300,1500
15304003240116,3301,0,3/21/2024,3/20/2025,Bien immobilier,35  - BOUMERDES        ,462 - NACIRIA,2378600,1665.02
18301003240036,3301,0,1/9/2024,1/8/2025,Bien immobilier,18  - JIJEL            ,698 - EMIR ABDELKADER,558000,1500
15304003230387,3301,2,2/12/2024,12/23/2024,Bien immobilier,15  - TIZI OUZOU       ,1504 - TIZI RACHED,177400000,0
16332003240130,3302,0,3/25/2024,3/24/2025,2   - Installation Commerciale,16  - ALGER            ,136 - KOUBA,4000000,2500
15307003240047,3301,0,4/8/2024,4/7/2025,Bien immobilier,15  - TIZI OUZOU       ,1446 - AIT AISSA MIMOUN,2170000,1500
16333003240077,3301,0,4/2/2024,4/1/2025,Bien immobilier,16  - ALGER            ,99  - ALGER,3686000,2764.5
16319003240035,3302,0,3/6/2024,3/5/2025,2   - Installation Commerciale,16  - ALGER            ,143 - OULED FAYET,3000000,2500
34205003240256,3301,0,12/26/2024,12/25/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,3871000,2516.15
24301003240013,3301,0,10/2/2024,10/1/2025,Bien immobilier,24  - GUELMA           ,666 - HELIOPOLIS,2275000,1500
25301013240171,3301,0,5/6/2024,5/5/2025,Bien immobilier,21  - SKIKDA           ,1260 - EL HARROUCH,1715000,1800
16323003240153,3301,0,9/26/2024,9/25/2025,Bien immobilier,16  - ALGER            ,136 - KOUBA,2888000,2166
15309003240185,3301,0,4/24/2024,4/23/2025,Bien immobilier,15  - TIZI OUZOU       ,1478 - IFLISSEN TIZI OUZOU,10367500,6738.88
42304003240386,3301,0,7/22/2024,7/21/2025,Bien immobilier,42  - TIPAZA           ,1394 - BOU ISMAIL,4807000,3605.25
42304003240429,3301,0,8/27/2024,8/26/2025,Bien immobilier,42  - TIPAZA           ,1417 - TIPAZA,2660000,1995
5302103240310,3301,1,6/30/2024,6/29/2025,Bien immobilier,5   - BATNA            ,174 - BATNA,8500000,0
23304003240017,3302,0,2/14/2024,2/13/2025,2   - Installation Commerciale,23  - ANNABA           ,156 - ANNABA,4000000,2500
35208003240049,3301,0,4/22/2024,4/21/2025,Bien immobilier,35  - BOUMERDES        ,450 - BOUMERDES,3876000,2907
10302003240401,3301,0,11/8/2024,11/7/2025,Bien immobilier,10  - BOUIRA           ,410 - BOUIRA,2108000,1500
16330013240028,3301,0,4/2/2024,4/1/2025,Bien immobilier,9   - BLIDA            ,344 - BOUFARIK,4888000,4399.2
43306003240006,3301,0,1/11/2024,1/10/2025,Bien immobilier,43  - MILA             ,885 - MILA,3150000,2047.5
12201003240066,3301,0,10/20/2024,10/19/2025,Bien immobilier,12  - TEBESSA          ,1320 - BEKKARIA,5921000,3552.6
5303003240342,3301,0,5/21/2024,5/20/2025,Bien immobilier,5   - BATNA            ,172 - ARRIS,2186740,1500
16336003240221,3301,1,10/27/2024,10/26/2025,Bien immobilier,16  - ALGER            ,143 - OULED FAYET,2546000,0
16301003240625,3302,0,1/1/2025,12/31/2025,2   - Installation Commerciale,16  - ALGER            ,111 - BIRTOUTA,7000000,3500
19308003241094,3301,0,10/28/2024,10/27/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,3500000,2275
5303003240254,3301,0,4/22/2024,4/21/2025,Bien immobilier,5   - BATNA            ,174 - BATNA,774070,1500
23302003240299,3301,0,11/5/2024,11/4/2025,Bien immobilier,36  - EL TAREF         ,614 - BESBES EL TARF,3720000,2418
10302003240170,3302,0,5/8/2024,5/7/2025,2   - Installation Commerciale,10  - BOUIRA           ,410 - BOUIRA,1000000,2500
15308003240308,3301,0,5/28/2024,5/27/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,11625000,7556.25
18301003240903,3301,0,9/4/2024,9/3/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,4650000,3022.5
19304003240253,3302,0,11/5/2024,11/4/2025,2   - Installation Commerciale,19  - SETIF            ,99  - ALGER,2000000,2500
5303003240633,3301,0,10/3/2024,10/2/2025,Bien immobilier,5   - BATNA            ,172 - ARRIS,2604000,1562.4
19304003240194,3302,0,9/1/2024,8/31/2025,2   - Installation Commerciale,19  - SETIF            ,1158 - EL EULMA,2000000,2500
18301003240728,3301,0,7/16/2024,7/15/2025,Bien immobilier,18  - JIJEL            ,698 - EMIR ABDELKADER,868000,1500
10302003240232,3301,1,6/12/2024,6/11/2025,Bien immobilier,10  - BOUIRA           ,410 - BOUIRA,3500000,0
6209003240209,3301,0,11/1/2024,10/31/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,1869300,1500
25301023240020,3301,0,2/28/2024,2/27/2025,Bien immobilier,21  - SKIKDA           ,1260 - EL HARROUCH,2976310,1934.6
15307003240059,3301,0,4/26/2024,4/25/2025,Bien immobilier,15  - TIZI OUZOU       ,1493 - OUAGUENOUN,688100,1500
15304063240117,3301,0,8/29/2024,8/28/2025,Bien immobilier,15  - TIZI OUZOU       ,1500 - TIRMITINE,2635000,1712.75
28305003240231,3301,0,10/7/2024,10/6/2025,Bien immobilier,28  - M SILA           ,962 - MSILA,700000,1500
30301003240015,3301,1,6/13/2024,6/12/2025,Bien immobilier,47  - GHARDAIA         ,642 - METLILI,25387890,0
30301003240015,3301,1,6/13/2024,6/12/2025,Bien immobilier,47  - GHARDAIA         ,642 - METLILI,25387890,0
25301013230224,3301,2,1/2/2024,12/31/2024,Bien immobilier,21  - SKIKDA           ,1260 - EL HARROUCH,10625000,1381.25
35303053240015,3301,0,1/15/2024,1/14/2025,Bien immobilier,16  - ALGER            ,146 - REGHAIA,1504000,1500
9306003240315,3301,0,10/26/2024,10/25/2025,Bien immobilier,9   - BLIDA            ,342 - BLIDA,1692000,1800
28305003240084,3301,0,3/29/2024,3/28/2025,Bien immobilier,28  - M SILA           ,962 - MSILA,2311050,1502.18
15309003240625,3301,0,12/23/2024,12/22/2025,Bien immobilier,15  - TIZI OUZOU       ,1486 - MAKOUDA,1674000,1500
6308003240036,3302,0,5/6/2024,5/5/2025,2   - Installation Commerciale,6   - BEJAIA           ,260 - BEJAIA,1000000,2500
25303003240033,3301,1,3/3/2024,3/2/2025,Bien immobilier,25  - CONSTANTINE      ,515 - EL KHROUB,11994948.6,0
26302013240001,3301,0,9/12/2024,9/11/2025,Bien immobilier,26  - MEDEA            ,813 - BERROUAGHIA,2446520,1590.24
10302003240120,3301,0,3/27/2024,3/26/2025,Bien immobilier,10  - BOUIRA           ,410 - BOUIRA,2170000,1500
23304003240013,3301,0,2/6/2024,2/5/2025,Bien immobilier,23  - ANNABA           ,156 - ANNABA,930000,1500
34205003240214,3301,0,11/12/2024,11/11/2025,Bien immobilier,34  - B.B ARRERIDJ     ,365 - BELIMOUR,2077000,1500
6309003240018,3302,0,1/1/2024,12/31/2024,2   - Installation Commerciale,10  - BOUIRA           ,397 - AGHBALOU,60827000,26155.61
16332003240159,3302,0,5/5/2024,5/4/2025,2   - Installation Commerciale,16  - ALGER            ,109 - BIR KHADEM,4000000,2500
19308003241005,3301,0,10/8/2024,10/7/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,700000,1500
15304063240060,3301,0,4/4/2024,4/3/2025,Bien immobilier,15  - TIZI OUZOU       ,1500 - TIRMITINE,3590650,2872.52
16335003240396,3301,0,10/27/2024,10/26/2025,Bien immobilier,16  - ALGER            ,139 - MOHAMMADIA ALGER,3724000,2793
28303003240207,3302,0,10/21/2024,10/20/2025,2   - Installation Commerciale,28  - M SILA           ,972 - SIDI AISSA,5400000,2500
19314003240050,3301,0,3/27/2024,3/26/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,852500,1500
16301003240269,3302,0,6/6/2024,6/5/2025,2   - Installation Commerciale,16  - ALGER            ,111 - BIRTOUTA,5500000,3300
28303003240073,3301,0,4/29/2024,4/28/2025,Bien immobilier,28  - M SILA           ,972 - SIDI AISSA,1120000,1500
42303003240077,3301,0,8/14/2024,8/13/2025,Bien immobilier,42  - TIPAZA           ,1394 - BOU ISMAIL,5162010,3871.51
28303003240013,3301,0,1/16/2024,1/15/2025,Bien immobilier,10  - BOUIRA           ,440 - TAGUEDIT,2480000,1612
9213003240078,3301,0,2/15/2024,2/14/2025,Bien immobilier,9   - BLIDA            ,348 - CHIFFA,2470000,1852.5
5303003240564,3301,0,9/10/2024,9/9/2025,Bien immobilier,5   - BATNA            ,172 - ARRIS,2323450,1500
35303043240384,3301,0,9/4/2024,9/3/2025,Bien immobilier,35  - BOUMERDES        ,465 - OULED MOUSSA,2450000,1715
22202003240037,3301,0,7/25/2024,7/24/2025,Bien immobilier,22  - SIDI BEL ABBES   ,1223 - SIDI BEL ABBES,3028700,1817.22
15309003240158,3301,0,3/29/2024,3/28/2025,Bien immobilier,15  - TIZI OUZOU       ,1498 - TIGZIRT,1462580,1500
25310003240026,3302,0,2/6/2024,2/5/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,516 - HAMMA BOUZIANE,1000000,2500
16350003240234,3301,0,8/18/2024,8/17/2025,Bien immobilier,16  - ALGER            ,118 - CHERAGA ALGER,4700000,3525
43306003240048,3301,0,6/12/2024,6/11/2025,Bien immobilier,43  - MILA             ,898 - TERRAI BAINEM,2887500,1876.88
6310003240063,3301,0,12/29/2024,12/28/2025,Bien immobilier,6   - BEJAIA           ,257 - AMIZOUR,5250000,3412.5
28305003240081,3301,0,3/27/2024,3/26/2025,Bien immobilier,28  - M SILA           ,962 - MSILA,2332750,1516.29
15203003240058,3301,0,4/8/2024,4/7/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,4165000,2707.25
18301003240723,3301,0,7/15/2024,7/14/2025,Bien immobilier,18  - JIJEL            ,698 - EMIR ABDELKADER,1798000,1500
42304003240197,3301,0,4/3/2024,4/2/2025,Bien immobilier,42  - TIPAZA           ,1417 - TIPAZA,2394760,1796.07
15304013240055,3301,0,10/10/2024,10/9/2025,Bien immobilier,15  - TIZI OUZOU       ,1493 - OUAGUENOUN,875000,1800
42305003240715,3301,0,11/20/2024,11/19/2025,Bien immobilier,42  - TIPAZA           ,1404 - HADJOUT,658000,1500
25217003240007,3301,0,12/24/2024,12/23/2025,Bien immobilier,25  - CONSTANTINE      ,513 - CONSTANTINE,2690490,1748.82
16335003240090,3301,0,3/1/2024,2/28/2025,Bien immobilier,16  - ALGER            ,139 - MOHAMMADIA ALGER,1880000,1800
19309003240001,3301,0,1/3/2024,1/2/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,6200000,4030
16335003240177,3301,1,5/14/2024,5/10/2025,Bien immobilier,16  - ALGER            ,114 - BORDJ EL KIFFAN,4560000,0
6302013240039,3301,0,4/16/2024,4/15/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,11877340,9264.33
43302013240027,3301,0,1/30/2024,1/29/2025,Bien immobilier,43  - MILA             ,885 - MILA,4900000,3185
44302003240302,3302,0,11/27/2024,11/26/2025,2   - Installation Commerciale,44  - AIN DEFLA        ,47  - EL ABBADIA,4000000,2500
19306013240068,3301,0,10/6/2024,10/5/2025,Bien immobilier,19  - SETIF            ,1167 - HAMMAM SKHOUNA,4550000,2957.5
16332003240341,3301,1,9/5/2024,9/4/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,12500000,0
19214003240061,3301,0,6/20/2024,6/19/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,2335540,1518.1
9213003240307,3301,0,11/20/2024,11/19/2025,Bien immobilier,9   - BLIDA            ,340 - BENI MERED,1900000,1500
11301003240585,3301,0,10/22/2024,10/21/2025,Bien immobilier,54  - IN GUEZZAM,1593 - IN GUEZZAM,560000,1800
19314003240112,3301,0,5/28/2024,5/27/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,1750000,1500
28303003240058,3301,0,4/1/2024,3/31/2025,Bien immobilier,26  - MEDEA            ,864 - TABLAT,2136210,1500
19308003240272,3301,0,3/9/2024,3/8/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,5250000,3412.5
31310003240261,3301,0,7/3/2024,7/2/2025,Bien immobilier,31  - ORAN             ,1012 - GDYEL,1740030,1500
15203003240098,3302,0,5/30/2024,5/29/2025,2   - Installation Commerciale,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,2000000,2500
19309003240233,3301,0,3/4/2024,3/3/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,1573560,1500
15302003240012,3301,0,1/9/2024,1/8/2025,Bien immobilier,15  - TIZI OUZOU       ,1459 - AZAZGA,4105950,2668.87
16308003240163,3302,0,1/1/2025,12/31/2025,2   - Installation Commerciale,16  - ALGER            ,122 - DOUERA,2500000,2500
6304003240049,3302,0,5/15/2024,5/14/2025,2   - Installation Commerciale,6   - BEJAIA           ,257 - AMIZOUR,1000000,-2500
6304003240049,3302,0,5/15/2024,5/14/2025,2   - Installation Commerciale,6   - BEJAIA           ,257 - AMIZOUR,1000000,2500
15310003240237,3301,0,3/14/2024,3/13/2025,Bien immobilier,15  - TIZI OUZOU       ,1466 - BOGHNI,1050000,1500
6309003240141,3301,0,1/10/2025,1/9/2026,Bien immobilier,6   - BEJAIA           ,254 - AKBOU,2500750,2400.72
34205003240046,3301,0,3/18/2024,3/17/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,10465000,6802.25
31310003240204,3301,0,5/22/2024,5/21/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,3185000,2070.25
11301003240111,3301,0,2/9/2024,2/8/2025,Bien immobilier,11  - TAMENRASSET      ,1315 - TAMANRASSET,2800000,1540
9306003240319,3301,0,10/30/2024,10/29/2025,Bien immobilier,9   - BLIDA            ,352 - GUERROUAOU,2622000,1966.5
16331003240396,3301,0,11/7/2024,11/6/2025,Bien immobilier,16  - ALGER            ,119 - DAR EL BEIDA,9000000,6750
25216003240067,3301,3,6/3/2024,6/2/2025,Bien immobilier,25  - CONSTANTINE      ,515 - EL KHROUB,11300000,1166.795
42304003240128,3302,0,3/3/2024,3/2/2025,2   - Installation Commerciale,42  - TIPAZA           ,1417 - TIPAZA,3000000,2500
27302003240133,3301,0,9/3/2024,9/2/2025,Bien immobilier,27  - MOSTAGANEM       ,917 - MEZAGHRANE,560000,1500
42305003240455,3301,0,7/24/2024,7/23/2025,Bien immobilier,42  - TIPAZA           ,1400 - DOUAOUDA,899840,1500
42305003240387,3301,0,6/25/2024,6/24/2025,Bien immobilier,42  - TIPAZA           ,1417 - TIPAZA,1124420,1500
34301003240572,3301,0,6/3/2024,6/2/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,2598730,1689.17
35303003240189,3301,1,12/8/2024,12/7/2025,Bien immobilier,35  - BOUMERDES        ,472 - TIMEZRIT,7592625,0
